,"Cote, Adam Roland","Dion, Donna J.","Dion, Mark N.","Eves, Mark W.","Mills, Janet T.","Russell, Diane Marie","Sweet, Elizabeth A.",Write-in,sample_size,seed,time_delta
4453,0.002,0.0,0.0,0.0,0.998,0.0,0.0,0.0,1400,149,0.0013990402221679688
4454,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1500,149,0.001489877700805664
4455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,149,0.0016279220581054688
4456,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1700,149,0.0016777515411376953
4457,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1800,149,0.001744985580444336
4458,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1900,149,0.00186920166015625
4459,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,149,0.001879215240478516
4460,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,149,0.0021152496337890625
4461,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,149,0.0021407604217529297
4462,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,149,0.004610061645507813
4463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,149,0.002256155014038086
4464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,149,0.00234222412109375
4465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,149,0.0025069713592529297
4466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2700,149,0.0025370121002197266
4467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,149,0.002903938293457031
4468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,149,0.003044843673706055
4469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,149,0.005604743957519531
4470,0.848,0.0,0.0,0.026000000000000002,0.126,0.0,0.0,0.0,100,150,0.0002181529998779297
4471,0.68,0.0,0.0,0.0,0.32,0.0,0.0,0.0,200,150,0.0002651214599609375
4472,0.35100000000000003,0.0,0.0,0.0,0.649,0.0,0.0,0.0,300,150,0.0003709793090820313
4473,0.157,0.0,0.0,0.0,0.843,0.0,0.0,0.0,400,150,0.00046896934509277344
4474,0.054000000000000006,0.0,0.0,0.0,0.946,0.0,0.0,0.0,500,150,0.0005831718444824219
4475,0.009000000000000001,0.0,0.0,0.0,0.991,0.0,0.0,0.0,600,150,0.0006899833679199219
4476,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,700,150,0.0007781982421875
4477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800,150,0.0008409023284912108
4478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900,150,0.0009562969207763672
4479,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,150,0.0010402202606201172
4480,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,150,0.0011861324310302734
4481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200,150,0.0012218952178955078
4482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,150,0.0013310909271240234
4483,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,150,0.0013899803161621096
4484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,150,0.0015401840209960938
4485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,150,0.0016138553619384766
4486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,150,0.0017347335815429688
4487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,150,0.0017249584197998047
4488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,150,0.0018019676208496094
4489,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,150,0.002170085906982422
4490,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,150,0.002190113067626953
4491,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,150,0.0020787715911865234
4492,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,150,0.002366304397583008
4493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,150,0.002535104751586914
4494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,150,0.002562999725341797
4495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,150,0.002649068832397461
4496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2700,150,0.0025479793548583984
4497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,150,0.003012180328369141
4498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,150,0.002759218215942383
4499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,150,0.0027637481689453125
4500,0.16,0.0,0.0,0.0,0.8270000000000001,0.0,0.013000000000000001,,100,151,0.00024199485778808594
4501,0.512,0.0,0.0,0.0,0.484,0.0,0.004,0.0,200,151,0.00024509429931640625
4502,0.665,0.0,0.0,0.0,0.33399999999999996,0.0,0.001,0.0,300,151,0.00033783912658691406
4503,0.376,0.0,0.0,0.0,0.624,0.0,0.0,0.0,400,151,0.0004551410675048828
4504,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,500,151,0.0005559921264648439
4505,0.196,0.0,0.0,0.0,0.804,0.0,0.0,0.0,600,151,0.0006489753723144531
4506,0.08,0.0,0.0,0.0,0.92,0.0,0.0,0.0,700,151,0.0007231235504150392
4507,0.009000000000000001,0.0,0.0,0.0,0.991,0.0,0.0,0.0,800,151,0.0008311271667480469
4508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900,151,0.0009429454803466797
4509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,151,0.0010309219360351562
4510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,151,0.0010831356048583984
4511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200,151,0.0011682510375976562
4512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,151,0.0012438297271728516
4513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,151,0.001430034637451172
4514,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,151,0.0014388561248779295
4515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,151,0.0015330314636230467
4516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,151,0.0016760826110839846
4517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,151,0.0017189979553222654
4518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,151,0.001960992813110352
4519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,151,0.0020170211791992188
4520,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,151,0.001990795135498047
4521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,151,0.002192974090576172
4522,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,151,0.0023517608642578125
4523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,151,0.002349853515625
4524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,151,0.002427816390991211
4525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,151,0.0024111270904541016
4526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2700,151,0.002808809280395508
4527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,151,0.002799272537231445
4528,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,151,0.0029451847076416016
4529,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,151,0.002707242965698242
4530,0.34600000000000003,0.0,0.0,0.002,0.652,0.0,0.0,0.0,100,152,0.00018787384033203125
4531,0.192,0.0,0.0,0.001,0.807,0.0,0.0,0.0,200,152,0.0002410411834716797
4532,0.22899999999999998,0.0,0.0,0.0,0.7709999999999999,0.0,0.0,0.0,300,152,0.0003688335418701172
4533,0.125,0.0,0.0,0.0,0.875,0.0,0.0,0.0,400,152,0.0008001327514648438
4534,0.135,0.0,0.0,0.0,0.865,0.0,0.0,0.0,500,152,0.0005490779876708983
4535,0.017,0.0,0.0,0.0,0.983,0.0,0.0,0.0,600,152,0.0006818771362304688
4536,0.006999999999999999,0.0,0.0,0.0,0.993,0.0,0.0,0.0,700,152,0.0007381439208984375
4537,0.003,0.0,0.0,0.0,0.997,0.0,0.0,0.0,800,152,0.0008440017700195312
4538,0.004,0.0,0.0,0.0,0.996,0.0,0.0,0.0,900,152,0.0009200572967529297
4539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,152,0.0018088817596435547
4540,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,152,0.0011157989501953123
4541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200,152,0.0011668205261230467
4542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,152,0.001346111297607422
4543,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1400,152,0.001405954360961914
4544,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1500,152,0.0015711784362792967
4545,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1600,152,0.0015921592712402346
4546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,152,0.001772165298461914
4547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,152,0.001697063446044922
4548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,152,0.0018160343170166016
4549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,152,0.002029895782470703
4550,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,152,0.002070903778076172
4551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,152,0.0021049976348876953
4552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,152,0.0021500587463378906
4553,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,152,0.0024917125701904297
4554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,152,0.002392053604125977
4555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,152,0.002478122711181641
4556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2700,152,0.0025069713592529297
4557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,152,0.002621173858642578
4558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,152,0.002855062484741211
4559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,152,0.003210067749023437
4560,0.006999999999999999,0.0,0.0,0.001,0.992,0.0,0.0,0.0,100,153,0.0001938343048095703
4561,0.285,0.0,0.0,0.0,0.715,0.0,0.0,0.0,200,153,0.0004432201385498047
4562,0.006,0.0,0.0,0.0,0.9940000000000001,0.0,0.0,0.0,300,153,0.0003638267517089844
4563,0.002,0.0,0.0,0.0,0.998,0.0,0.0,0.0,400,153,0.0004763603210449219
4564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500,153,0.0005731582641601562
4565,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,600,153,0.0007030963897705077
4566,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,700,153,0.000759124755859375
4567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800,153,0.0008580684661865233
4568,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,900,153,0.000926971435546875
4569,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,153,0.0011360645294189453
4570,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,153,0.0011301040649414062
4571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200,153,0.0012161731719970705
4572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,153,0.001361846923828125
4573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,153,0.0013890266418457033
4574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,153,0.0015687942504882812
4575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,153,0.0016071796417236328
4576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,153,0.0018091201782226558
4577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,153,0.0017719268798828125
4578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,153,0.0018558502197265625
4579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,153,0.0019528865814208984
4580,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,153,0.0020782947540283203
4581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,153,0.0021979808807373047
4582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,153,0.0022330284118652344
4583,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,153,0.002377033233642578
4584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,153,0.002552032470703125
4585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,153,0.002635002136230469
4586,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,2700,153,0.0025479793548583984
4587,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,153,0.002609968185424805
4588,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,153,0.002693891525268555
4589,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,153,0.003239870071411133
4590,0.82,0.0,0.0,0.0,0.18,0.0,0.0,0.0,100,154,0.0002071857452392578
4591,0.466,0.0,0.0,0.0,0.534,0.0,0.0,0.0,200,154,0.00025916099548339844
4592,0.182,0.0,0.0,0.0,0.818,0.0,0.0,0.0,300,154,0.0003619194030761719
4593,0.009000000000000001,0.0,0.0,0.0,0.991,0.0,0.0,0.0,400,154,0.00047016143798828125
4594,0.006,0.0,0.0,0.0,0.9940000000000001,0.0,0.0,0.0,500,154,0.0005650520324707031
4595,0.012,0.0,0.0,0.0,0.988,0.0,0.0,0.0,600,154,0.0006792545318603517
4596,0.003,0.0,0.0,0.0,0.997,0.0,0.0,0.0,700,154,0.0007469654083251952
4597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800,154,0.000827789306640625
4598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900,154,0.0009379386901855467
4599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,154,0.001019001007080078
4600,0.019,0.0,0.0,0.0,0.981,0.0,0.0,0.0,1100,154,0.001140117645263672
4601,0.013999999999999999,0.0,0.0,0.0,0.986,0.0,0.0,0.0,1200,154,0.0011730194091796875
4602,0.02,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1300,154,0.0012841224670410154
4603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,154,0.0013561248779296875
4604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,154,0.0015289783477783205
4605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,154,0.0016226768493652346
4606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,154,0.0016071796417236328
4607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,154,0.0017330646514892578
4608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,154,0.0017879009246826172
4609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,154,0.0018811225891113281
4610,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,154,0.001974105834960937
4611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,154,0.002227783203125
4612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,154,0.002163887023925781
4613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,154,0.002398252487182617
4614,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,154,0.0024271011352539067
4615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,154,0.00260615348815918
4616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2700,154,0.002640247344970703
4617,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,154,0.0028662681579589844
4618,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,154,0.002686262130737305
4619,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,154,0.003106117248535156
4620,0.096,0.0,0.0,0.001,0.903,0.0,0.0,0.0,100,155,0.00018095970153808596
4621,0.355,0.0,0.0,0.0,0.645,0.0,0.0,0.0,200,155,0.00025033950805664057
4622,0.113,0.0,0.0,0.0,0.887,0.0,0.0,0.0,300,155,0.0003383159637451172
4623,0.008,0.0,0.0,0.0,0.992,0.0,0.0,0.0,400,155,0.00045013427734375
4624,0.016,0.0,0.0,0.0,0.9840000000000001,0.0,0.0,0.0,500,155,0.0005319118499755858
4625,0.225,0.0,0.0,0.0,0.775,0.0,0.0,0.0,600,155,0.0006589889526367188
4626,0.133,0.0,0.0,0.0,0.867,0.0,0.0,0.0,700,155,0.0007579326629638673
4627,0.045,0.0,0.0,0.0,0.955,0.0,0.0,0.0,800,155,0.0008580684661865233
4628,0.02,0.0,0.0,0.0,0.98,0.0,0.0,0.0,900,155,0.0009427070617675779
4629,0.042,0.0,0.0,0.0,0.958,0.0,0.0,0.0,1000,155,0.000996112823486328
4630,0.012,0.0,0.0,0.0,0.988,0.0,0.0,0.0,1100,155,0.0011088848114013672
4631,0.006999999999999999,0.0,0.0,0.0,0.993,0.0,0.0,0.0,1200,155,0.0012979507446289062
4632,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1300,155,0.001255035400390625
4633,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,155,0.001408100128173828
4634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,155,0.0015327930450439453
4635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,155,0.0015590190887451172
4636,0.002,0.0,0.0,0.0,0.998,0.0,0.0,0.0,1700,155,0.0016536712646484375
4637,0.002,0.0,0.0,0.0,0.998,0.0,0.0,0.0,1800,155,0.001735210418701172
4638,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1900,155,0.0017993450164794922
4639,0.003,0.0,0.0,0.0,0.997,0.0,0.0,0.0,2000,155,0.002012014389038086
4640,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,2100,155,0.002095937728881836
4641,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,2200,155,0.002151966094970703
4642,0.004,0.0,0.0,0.0,0.996,0.0,0.0,0.0,2300,155,0.002331972122192383
4643,0.006999999999999999,0.0,0.0,0.0,0.993,0.0,0.0,0.0,2400,155,0.0022406578063964844
4644,0.008,0.0,0.0,0.0,0.992,0.0,0.0,0.0,2500,155,0.00259089469909668
4645,0.013999999999999999,0.0,0.0,0.0,0.986,0.0,0.0,0.0,2600,155,0.002569913864135742
4646,0.003,0.0,0.0,0.0,0.997,0.0,0.0,0.0,2700,155,0.0026040077209472656
4647,0.005,0.0,0.0,0.0,0.995,0.0,0.0,0.0,2800,155,0.002614021301269531
4648,0.003,0.0,0.0,0.0,0.997,0.0,0.0,0.0,2900,155,0.002693891525268555
4649,0.003,0.0,0.0,0.0,0.997,0.0,0.0,0.0,3000,155,0.0028870105743408203
4650,0.401,0.0,0.0,0.0,0.599,0.0,0.0,0.0,100,156,0.00020885467529296875
4651,0.855,0.0,0.0,0.0,0.145,0.0,0.0,0.0,200,156,0.0002429485321044922
4652,0.64,0.0,0.0,0.0,0.36,0.0,0.0,0.0,300,156,0.00035190582275390625
4653,0.272,0.0,0.0,0.0,0.728,0.0,0.0,0.0,400,156,0.0004508495330810547
4654,0.062,0.0,0.0,0.0,0.938,0.0,0.0,0.0,500,156,0.0005371570587158203
4655,0.01,0.0,0.0,0.0,0.99,0.0,0.0,0.0,600,156,0.0006268024444580077
4656,0.006999999999999999,0.0,0.0,0.0,0.993,0.0,0.0,0.0,700,156,0.0007491111755371094
4657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800,156,0.0008401870727539062
4658,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900,156,0.0009119510650634766
4659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,156,0.0009920597076416016
4660,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,156,0.0011730194091796875
4661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200,156,0.0012118816375732422
4662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,156,0.0013260841369628904
4663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,156,0.001316070556640625
4664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,156,0.0015392303466796875
4665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,156,0.0016617774963378904
4666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,156,0.0017390251159667967
4667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,156,0.0017290115356445312
4668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,156,0.0017750263214111328
4669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,156,0.001905202865600586
4670,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,156,0.0020427703857421875
4671,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,156,0.0021162033081054688
4672,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,156,0.002454042434692383
4673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,156,0.002321958541870117
4674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,156,0.002293586730957031
4675,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,156,0.0024602413177490234
4676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2700,156,0.002633094787597656
4677,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,156,0.002714872360229492
4678,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,156,0.00281524658203125
4679,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,156,0.0030069351196289067
4680,0.07200000000000001,0.0,0.0,0.0,0.9229999999999999,0.0,0.005,0.0,100,157,0.00021910667419433596
4681,0.055,0.0,0.0,0.0,0.9440000000000001,0.0,0.001,0.0,200,157,0.00025606155395507807
4682,0.01,0.0,0.0,0.0,0.99,0.0,0.0,0.0,300,157,0.0003757476806640625
4683,0.013000000000000001,0.0,0.0,0.0,0.987,0.0,0.0,0.0,400,157,0.0004611015319824219
4684,0.033,0.0,0.0,0.0,0.9670000000000001,0.0,0.0,0.0,500,157,0.0005509853363037108
4685,0.005,0.0,0.0,0.0,0.995,0.0,0.0,0.0,600,157,0.0006818771362304688
4686,0.004,0.0,0.0,0.0,0.996,0.0,0.0,0.0,700,157,0.0007381439208984375
4687,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,800,157,0.0008451938629150392
4688,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900,157,0.0009391307830810547
4689,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,157,0.0011010169982910156
4690,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,157,0.0011169910430908203
4691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200,157,0.0012340545654296875
4692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,157,0.0013730525970458984
4693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,157,0.001408100128173828
4694,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,157,0.0014598369598388672
4695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,157,0.0015439987182617188
4696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,157,0.001628875732421875
4697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,157,0.001962900161743164
4698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,157,0.0018012523651123047
4699,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,157,0.001958131790161133
4700,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2100,157,0.0020132064819335933
4701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,157,0.002258777618408203
4702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2300,157,0.0021860599517822266
4703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2400,157,0.002246856689453125
4704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2500,157,0.002388954162597656
4705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2600,157,0.0024619102478027344
4706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2700,157,0.002518177032470703
4707,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2800,157,0.002844095230102539
4708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2900,157,0.003016948699951172
4709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000,157,0.002810955047607422
4710,0.8420000000000001,0.0,0.0,0.0,0.158,0.0,0.0,0.0,100,158,0.000186920166015625
4711,0.077,0.0,0.0,0.0,0.922,0.0,0.001,0.0,200,158,0.0002508163452148437
4712,0.023,0.0,0.0,0.0,0.972,0.0,0.005,0.0,300,158,0.0003521442413330078
4713,0.044000000000000004,0.0,0.0,0.0,0.953,0.0,0.003,0.0,400,158,0.0004270076751708984
4714,0.043,0.0,0.0,0.0,0.9570000000000001,0.0,0.0,0.0,500,158,0.0005419254302978517
4715,0.086,0.0,0.0,0.0,0.914,0.0,0.0,0.0,600,158,0.0006449222564697267
4716,0.022000000000000002,0.0,0.0,0.0,0.978,0.0,0.0,0.0,700,158,0.0007379055023193358
4717,0.003,0.0,0.0,0.0,0.997,0.0,0.0,0.0,800,158,0.0008358955383300781
4718,0.002,0.0,0.0,0.0,0.998,0.0,0.0,0.0,900,158,0.0009288787841796877
4719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,158,0.0009870529174804688
4720,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,158,0.0011358261108398438
4721,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200,158,0.0011479854583740234
4722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300,158,0.0012340545654296875
4723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400,158,0.0014178752899169922
4724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1500,158,0.0016028881072998047
4725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,158,0.0016977787017822266
4726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1700,158,0.001680135726928711
4727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1800,158,0.0018470287322998047
4728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900,158,0.0018908977508544922
